simTime,robotId,itemId,itemImportance,position,destination,event
54.74141637621342,-1,0,0,0,4,create
54.74141637621342,2,0,0,0,4,startLoading
62.788948487191284,2,0,0,1,4,move
66.16377002206559,2,0,0,2,4,move
71.96674750817698,2,0,0,3,4,move
79.53943445487472,2,0,0,4,4,move
79.53943445487472,2,0,0,4,4,deliver
80.00643415162457,2,-1,-1,3,0,move
85.48030077668066,2,-1,-1,2,0,move
92.36061944919113,2,-1,-1,1,0,move
97.9179455512161,2,-1,-1,0,0,move
125.42180078726214,-1,1,2,0,71,create
125.42180078726214,17,1,2,0,71,startLoading
144.45063340672021,17,1,2,1,71,move
151.6593259623787,17,1,2,2,71,move
157.28899940379128,17,1,2,3,71,move
157.89010839121843,17,1,2,4,71,move
161.65542022976229,17,1,2,47,71,move
164.35985816501557,-1,2,0,0,2,create
164.35985816501557,16,2,0,0,2,startLoading
165.4147917484353,17,1,2,50,71,move
167.57004538066994,17,1,2,51,71,move
168.0676437653898,16,2,0,1,2,move
178.47792289781322,16,2,0,2,2,move
178.47792289781322,16,2,0,2,2,deliver
180.62565622644055,17,1,2,52,71,move
182.70917237348905,16,-1,-1,1,0,move
183.3975770072263,17,1,2,19,71,move
183.70708711605798,16,-1,-1,0,0,move
193.6712442501056,17,1,2,20,71,move
202.12004517251344,17,1,2,70,71,move
202.47484627825227,17,1,2,71,71,move
202.47484627825227,17,1,2,71,71,deliver
215.5082526927565,17,-1,-1,70,0,move
216.74882906447763,17,-1,-1,20,0,move
217.3727917361206,17,-1,-1,19,0,move
217.4940952733887,17,-1,-1,52,0,move
219.5505472369668,17,-1,-1,51,0,move
222.7577095472099,17,-1,-1,50,0,move
222.7577095472099,17,-1,-1,50,0,fail
386.0163461488497,-1,3,2,0,39,create
386.0163461488497,11,3,2,0,39,startLoading
394.3512443679645,11,3,2,1,39,move
403.43328633620547,11,3,2,2,39,move
403.43328633620547,11,3,2,2,39,fail
403.43328633620547,11,3,2,2,39,drop
455.4575801414343,17,-1,-1,0,0,recover
494.4254481434067,-1,4,2,0,28,create
494.4254481434067,10,4,2,0,28,startLoading
502.3623434476407,10,4,2,1,28,move
502.95106737415864,10,4,2,2,28,move
504.9568655200479,10,4,2,3,28,move
505.35001805779393,10,4,2,4,28,move
506.17791899938084,10,4,2,5,28,move
515.7885132605228,10,4,2,28,28,move
515.7885132605228,10,4,2,28,28,deliver
520.4685106300636,10,-1,-1,5,0,move
537.7700321903791,10,-1,-1,4,0,move
542.9575493925125,10,-1,-1,3,0,move
546.1076629856168,10,-1,-1,2,0,move
546.1076629856168,10,-1,-1,2,0,fail
722.3479130483206,-1,5,2,0,26,create
722.3479130483206,9,5,2,0,26,startLoading
726.2543697993509,10,-1,-1,0,0,recover
740.3610624518602,9,5,2,1,26,move
744.2069824195162,9,5,2,2,26,move
745.6905528283614,9,5,2,3,26,move
753.5736339341028,9,5,2,26,26,move
753.5736339341028,9,5,2,26,26,deliver
755.6435051993561,9,-1,-1,3,0,move
760.8166774366715,9,-1,-1,2,0,move
760.8166774366715,9,3,2,2,39,startLoading
765.6936448272442,-1,6,2,0,15,create
765.6936448272442,12,6,2,0,15,startLoading
775.1858239777888,9,3,2,3,39,move
776.1429710708771,9,3,2,4,39,move
787.6792208661387,12,6,2,1,15,move
790.5080266213622,9,3,2,5,39,move
790.5080266213622,9,3,2,5,39,fail
790.5080266213622,9,3,2,5,39,drop
790.7183926970899,12,6,2,2,15,move
793.4021669382278,12,6,2,3,15,move
795.1880733171502,12,6,2,4,15,move
816.8177365982029,12,6,2,5,15,move
817.918796792749,12,6,2,6,15,move
824.020410595418,12,6,2,7,15,move
824.1441370501227,12,6,2,8,15,move
824.2380742137673,12,6,2,9,15,move
835.74118392554,12,6,2,10,15,move
839.2297845948075,-1,7,0,0,28,create
839.2297845948075,2,7,0,0,28,startLoading
841.7656185706846,12,6,2,11,15,move
843.272049848915,12,6,2,12,15,move
849.7352763395853,2,7,0,1,28,move
850.9617828191522,2,7,0,2,28,move
852.3940330967044,2,7,0,3,28,move
852.921551675174,12,6,2,13,15,move
855.2872016232611,2,7,0,4,28,move
855.4643571509588,2,7,0,5,28,move
855.4643571509588,2,7,0,5,28,drop
855.4643571509588,2,3,2,5,39,startLoading
855.6696030987098,12,6,2,14,15,move
858.597086488955,12,6,2,15,15,move
858.597086488955,12,6,2,15,15,deliver
859.9078441841415,12,-1,-1,14,0,move
861.7108841727215,12,-1,-1,13,0,move
862.0845031386729,12,-1,-1,12,0,move
869.2189246318035,12,-1,-1,11,0,move
875.2404159495277,12,-1,-1,10,0,move
879.8983938781045,2,3,2,6,39,move
883.0054785082557,12,-1,-1,9,0,move
885.1114479400062,12,-1,-1,8,0,move
886.1319514776508,12,-1,-1,7,0,move
888.4900135880868,2,3,2,7,39,move
888.5011668773633,2,3,2,8,39,move
890.4566920522116,12,-1,-1,6,0,move
891.3496035341749,2,3,2,9,39,move
893.5522894772907,12,-1,-1,5,0,move
893.5522894772907,12,7,0,5,28,startLoading
896.8176544408115,2,3,2,10,39,move
901.44033356697,2,3,2,11,39,move
902.9490503253518,2,3,2,12,39,move
903.8707230043134,2,3,2,13,39,move
904.5010624891951,2,3,2,14,39,move
904.5010624891951,2,3,2,14,39,fail
904.5010624891951,2,3,2,14,39,drop
904.944625707997,12,7,0,28,28,move
904.944625707997,12,7,0,28,28,deliver
914.6055878040012,12,-1,-1,5,0,move
921.0165170638178,12,-1,-1,4,0,move
925.9052383598571,12,-1,-1,3,0,move
931.0114727867704,12,-1,-1,2,0,move
932.1897764629945,12,-1,-1,1,0,move
934.0041055130289,12,-1,-1,0,0,move
973.4315994054332,-1,8,0,0,42,create
